Transaction_ID,Date,Time,Customer_ID,Product_ID,Amount,Payment_Type,Country,Merchant_ID,Status
TX16181,2023-11-22,16:22:36,C1195,P88,582.16,,USA,M35,Chargeback
TX16182,2024-03-31,23:52:55,C7536,P26,366.09,Credit Card,,M26,Refunded
TX16183,2023-11-01,11:08:09,C3507,P77,64.04,PayPal,Australia,M5,Cancelled
TX16184,2023-08-05,10:58:27,C6405,P51,266.8,Credit Card,USA,M11,Refunded
TX16185,2024-02-03,12:08:50,C9694,P59,177.37,PayPal,Canada,M29,Completed
TX16186,2024-04-03,19:59:22,C3080,P58,329.45,,Canada,M48,Chargeback
TX16187,2024-04-29,21:04:12,C3403,P83,482.66,Credit Card,USA,M45,Chargeback
TX16188,2023-11-21,08:01:25,C7014,P8,221.08,PayPal,USA,M40,Refunded
TX16189,2023-07-06,14:58:09,C2999,P52,434.06,PayPal,USA,M41,Pending
TX16190,2024-04-05,09:44:32,C8003,P78,70.93,PayPal,UK,M16,Pending
TX16191,2023-10-14,10:25:25,C2087,P40,122.66,Credit Card,UK,M4,Cancelled
TX16192,2023-09-27,04:52:36,C6584,P46,115.39,,Canada,M15,Completed
TX16193,2024-01-16,00:00:14,C5119,P22,,Debit Card,Australia,M23,Completed
TX16194,2024-02-13,17:33:41,C1699,P100,328.21,Debit Card,,M13,Chargeback
TX16195,2023-11-16,18:30:37,C8135,P56,210.86,Credit Card,USA,M2,Pending
TX16196,2023-05-04,05:16:57,C5635,P54,115.08,Debit Card,,M10,Refunded
TX16197,2023-10-31,16:46:43,C2288,P84,333.28,Debit Card,Canada,M20,Pending
TX16198,2023-09-04,09:13:10,C8344,P69,301.11,PayPal,USA,M28,Completed
TX16199,2023-11-06,19:41:58,C1384,P71,193.04,PayPal,USA,M6,Refunded
TX16200,2024-02-13,10:20:15,C2070,P14,109.11,Credit Card,Canada,M50,Refunded
TX16201,2024-03-21,15:37:28,C1121,P90,128.51,,UK,M33,Cancelled
TX16202,2023-05-29,12:38:47,C4362,P47,122.5,,Australia,M45,Cancelled
TX16203,2023-08-18,21:17:38,C1535,P67,149.29,Debit Card,UK,M48,Completed
TX16204,2023-09-07,02:47:41,C8540,P11,255.22,Debit Card,USA,M20,Completed
TX16205,2024-04-23,20:41:53,C3614,P89,183.9,Debit Card,,M41,Chargeback
TX16206,2024-03-17,01:37:23,C1835,P32,377.06,Debit Card,USA,M7,Completed
TX16207,2023-09-21,12:33:44,C9631,P99,167.28,PayPal,USA,M36,Refunded
TX16208,2023-07-24,13:04:06,C4643,P49,15.37,Credit Card,UK,M37,Refunded
TX16209,2023-07-16,17:32:38,C1620,P19,430.91,Credit Card,USA,M43,Cancelled
TX16210,2024-01-17,23:20:56,C5004,P25,99.95,PayPal,UK,M22,Pending
TX16211,2023-07-26,21:22:28,C8685,P21,223.46,,USA,M50,Completed
TX16212,2023-06-07,14:18:37,C2467,P67,241.9,Debit Card,UK,M35,Pending
TX16213,2023-05-19,05:16:23,C7129,P42,478.04,PayPal,USA,M47,Completed
TX16214,2023-12-31,04:40:55,C2020,P31,282.0,Credit Card,Canada,M34,Cancelled
TX16215,2023-05-19,05:08:20,C1980,P69,156.74,Credit Card,Canada,M35,Cancelled
TX16216,2024-04-19,07:08:10,C2689,P70,226.8,Credit Card,USA,M24,Completed
TX16217,2024-02-06,15:34:00,C5203,P14,484.94,Credit Card,USA,M21,Chargeback
TX16218,2023-10-27,17:58:06,C3753,P47,264.91,Credit Card,USA,M21,Pending
TX16219,2024-02-14,14:13:12,C7633,P59,137.51,Debit Card,USA,M22,Refunded
TX16220,2024-04-13,04:15:10,C4381,P39,407.47,Debit Card,,M49,Chargeback
TX16221,2024-03-29,14:12:44,C1292,P81,119.41,Debit Card,Canada,M43,Pending
TX16222,2024-03-29,21:04:38,C6008,P41,295.8,,USA,M14,Completed
TX16223,2024-02-08,05:04:32,C6622,P31,329.59,,USA,M36,Completed
TX16224,2023-07-04,20:27:23,C1045,P24,428.15,Credit Card,USA,M1,Pending
TX16225,2023-11-08,08:15:06,C3461,P36,54.22,Debit Card,UK,M33,Refunded
TX16226,2024-04-29,06:04:06,C5678,P88,483.55,Credit Card,USA,M20,Pending
TX16227,2023-06-26,08:06:24,C3795,P89,94.03,Debit Card,Australia,M6,Completed
TX16228,2024-03-04,00:44:59,C4953,P77,235.67,Credit Card,Canada,M48,Cancelled
TX16229,2024-03-20,18:40:53,C3191,P93,315.57,Debit Card,USA,M46,Chargeback
TX16230,2023-05-06,21:11:25,C6254,P10,45.34,PayPal,,M30,Refunded
TX16231,2024-03-02,15:26:08,C8112,P81,128.54,PayPal,Australia,M38,Completed
TX16232,2023-10-15,00:19:43,C9771,P100,177.29,Debit Card,UK,M28,Chargeback
TX16233,2023-12-13,13:01:20,C1458,P72,258.48,PayPal,USA,M12,Pending
TX16234,2023-08-20,14:05:01,C3684,P36,418.41,,USA,M35,Completed
TX16235,2023-06-27,02:12:47,C7872,P41,,,Canada,M19,Pending
TX16236,2023-11-07,01:03:42,C2972,P34,,PayPal,UK,M17,Completed
TX16237,2023-11-06,22:44:15,C7083,P37,71.24,Credit Card,UK,M1,Cancelled
TX16238,2023-11-30,14:17:24,C7806,P31,277.78,Debit Card,Canada,M28,Chargeback
TX16239,2024-03-06,06:06:38,C8696,P1,138.96,Debit Card,Canada,M26,Refunded
TX16240,2024-02-08,13:46:41,C9598,P78,240.97,PayPal,Australia,M50,Completed
TX16241,2023-09-06,19:04:02,C2497,P82,416.04,Credit Card,USA,M32,Cancelled
TX16242,2023-06-02,03:46:52,C1004,P42,58.14,PayPal,UK,M15,Pending
TX16243,2023-06-22,20:26:00,C8937,P55,150.42,PayPal,Canada,M14,Pending
TX16244,2023-11-22,22:49:23,C9128,P47,122.97,PayPal,Canada,M9,Cancelled
TX16245,2024-04-07,00:30:16,C4074,P70,168.21,Credit Card,UK,M14,Pending
TX16246,2023-08-26,23:23:43,C3109,P44,291.85,Credit Card,USA,M33,Completed
TX16247,2024-03-04,18:59:13,C5373,P95,143.13,,Canada,M24,Pending
TX16248,2023-06-08,09:49:28,C9568,P33,155.34,PayPal,Canada,M8,Pending
TX16249,2023-07-15,13:52:10,C3164,P65,234.18,Debit Card,USA,M6,Completed
TX16250,2023-05-31,12:58:01,C5314,P4,154.91,Credit Card,UK,M7,Pending
TX16251,2023-08-30,14:53:10,C2204,P20,592.4,PayPal,USA,M9,Chargeback
TX16252,2024-04-30,14:31:47,C4866,P98,462.44,Credit Card,USA,M45,Cancelled
TX16253,2024-01-19,21:16:28,C2010,P28,180.98,Credit Card,USA,M44,Refunded
TX16254,2023-10-22,09:01:06,C8853,P68,14.32,Debit Card,UK,M8,Refunded
TX16255,2023-08-12,18:38:51,C3322,P72,77.63,Credit Card,UK,M36,Pending
TX16256,2023-10-31,20:06:43,C1790,P65,467.42,Debit Card,,M16,Chargeback
TX16257,2023-12-02,13:10:24,C8865,P88,166.36,Credit Card,UK,M13,Pending
TX16258,2023-11-06,03:39:04,C6169,P90,162.4,PayPal,Canada,M13,Pending
TX16259,2024-01-02,15:17:23,C4981,P54,498.35,PayPal,USA,M12,Completed
TX16260,2023-06-08,23:53:18,C4861,P32,85.28,Credit Card,USA,M39,Refunded
TX16261,2024-02-23,12:10:58,C2179,P73,175.54,Debit Card,Canada,M5,Completed
TX16262,2023-12-29,23:45:54,C8349,P64,212.43,PayPal,USA,M9,Cancelled
TX16263,2023-12-08,11:43:48,C6464,P72,133.77,PayPal,Australia,M45,Completed
TX16264,2024-02-16,06:59:44,C8167,P56,75.54,Credit Card,Canada,M32,Pending
TX16265,2023-06-08,15:41:17,C8068,P100,128.72,Credit Card,UK,M44,Refunded
TX16266,2023-11-10,04:12:19,C9177,P51,131.85,PayPal,Australia,M31,Completed
TX16267,2023-12-15,10:19:51,C9099,P96,473.15,,USA,M22,Pending
TX16268,2023-11-13,15:44:15,C2172,P39,435.34,PayPal,USA,M12,Pending
TX16269,2023-10-04,07:08:06,C8733,P54,216.46,Debit Card,UK,M9,Pending
TX16270,2023-07-12,10:20:43,C1096,P6,709.9,PayPal,USA,M19,Chargeback
TX16271,2023-08-24,13:15:09,C7430,P45,129.22,PayPal,Australia,M31,Pending
TX16272,2023-10-07,07:03:43,C7625,P27,330.07,Credit Card,,M50,Chargeback
TX16273,2023-09-24,09:49:34,C9397,P27,186.95,Debit Card,UK,M10,Completed
TX16274,2024-03-22,10:24:45,C2461,P21,97.56,Debit Card,UK,M26,Refunded
TX16275,2023-09-07,19:24:59,C7649,P86,126.49,Credit Card,UK,M10,Chargeback
TX16276,2023-10-19,15:25:16,C1995,P66,274.32,PayPal,,M37,Pending
TX16277,2023-06-13,17:23:45,C1972,P73,490.38,Credit Card,USA,M4,Chargeback
TX16278,2024-01-14,15:18:06,C9607,P90,76.33,Credit Card,Canada,M50,Cancelled
TX16279,2024-04-01,03:05:42,C8575,P59,441.88,Credit Card,USA,M34,Pending
TX16280,2024-03-12,10:12:14,C6648,P100,59.83,Debit Card,Canada,M19,Refunded
TX16281,2023-10-16,06:38:39,C7512,P74,130.28,Debit Card,UK,M21,Refunded
TX16282,2023-12-23,09:58:17,C1423,P6,278.48,Credit Card,Canada,M27,Completed
TX16283,2023-06-11,01:34:58,C8015,P34,252.54,Credit Card,Canada,M31,Pending
TX16284,2023-07-18,10:02:51,C5793,P52,365.7,Credit Card,USA,M19,Pending
TX16285,2024-04-12,19:11:35,C3517,P58,155.29,Debit Card,UK,M37,Cancelled
TX16286,2024-04-16,19:02:34,C9173,P55,205.13,PayPal,Canada,M31,Completed
TX16287,2023-10-08,06:12:15,C1958,P87,,,UK,M45,Refunded
TX16288,2023-08-04,01:07:12,C1968,P94,96.49,Credit Card,Australia,M7,Pending
TX16289,2023-12-27,05:56:44,C1312,P66,153.06,Debit Card,UK,M18,Cancelled
TX16290,2023-06-03,02:04:44,C2566,P37,,Debit Card,USA,M36,Refunded
TX16291,2024-04-05,03:09:50,C3555,P79,359.8,PayPal,USA,M15,Pending
TX16292,2023-12-27,13:18:01,C2769,P46,146.06,Debit Card,,M35,Cancelled
TX16293,2023-12-20,22:32:04,C4880,P10,248.15,Credit Card,USA,M43,Refunded
TX16294,2023-08-16,09:02:58,C6838,P75,212.24,Credit Card,Canada,M10,Pending
TX16295,2023-06-04,11:20:23,C1970,P17,50.15,Debit Card,Canada,M39,Refunded
TX16296,2024-03-16,21:36:43,C6388,P22,211.01,PayPal,USA,M12,Refunded
TX16297,2023-11-03,21:47:13,C5205,P91,74.63,Debit Card,USA,M39,Refunded
TX16298,2023-09-01,16:30:04,C4925,P11,151.46,PayPal,Canada,M18,Pending
TX16299,2024-04-18,11:01:22,C4248,P28,117.07,PayPal,USA,M42,Refunded
TX16300,2024-01-11,00:30:25,C7101,P3,242.68,Debit Card,Canada,M14,Pending
TX16301,2024-02-26,07:06:53,C8466,P14,487.65,Debit Card,UK,M26,Chargeback
TX16302,2023-11-15,18:04:30,C6809,P47,197.41,PayPal,UK,M38,Pending
TX16303,2024-03-21,19:50:11,C6131,P4,,Credit Card,Canada,M23,Cancelled
TX16304,2023-05-29,23:26:07,C2568,P29,626.7,Credit Card,USA,M20,Chargeback
TX16305,2023-05-20,02:04:07,C6821,P47,162.28,Credit Card,UK,M12,Pending
TX16306,2023-11-20,11:03:08,C7828,P82,307.08,Credit Card,USA,M11,Refunded
TX16307,2023-06-14,01:04:43,C4733,P26,,Debit Card,USA,M27,Cancelled
TX16308,2024-03-13,01:59:56,C9181,P27,176.71,Credit Card,UK,M23,Chargeback
TX16309,2023-11-04,03:33:42,C6543,P72,273.78,Debit Card,Canada,M26,Pending
TX16310,2023-12-15,18:52:52,C2146,P77,306.15,PayPal,USA,M1,Pending
TX16311,2024-01-09,21:23:30,C7845,P63,351.02,Credit Card,UK,M37,Chargeback
TX16312,2023-11-22,21:04:28,C2120,P32,238.78,Debit Card,UK,M7,Pending
TX16313,2023-10-10,20:27:21,C8917,P79,320.86,,USA,M38,Completed
TX16314,2023-06-12,17:24:06,C3916,P32,496.28,Debit Card,USA,M9,Completed
TX16315,2023-10-17,02:12:06,C3048,P22,63.83,PayPal,Australia,M32,Refunded
TX16316,2023-08-19,05:52:15,C5311,P7,84.86,PayPal,Canada,M13,Completed
TX16317,2024-01-06,08:46:46,C7821,P3,285.72,Credit Card,,M27,Completed
TX16318,2024-01-16,05:56:44,C8003,P97,71.41,Debit Card,UK,M47,Pending
TX16319,2023-09-01,11:41:01,C3752,P38,457.22,Debit Card,USA,M24,Pending
TX16320,2023-09-27,18:07:24,C4020,P7,155.88,Debit Card,UK,M49,Completed
TX16321,2024-02-07,09:20:07,C5898,P12,17.49,Debit Card,UK,M4,Refunded
TX16322,2023-10-06,13:20:15,C1484,P13,260.41,Credit Card,UK,M19,Pending
TX16323,2023-11-03,02:03:04,C5915,P54,344.41,Debit Card,USA,M33,Pending
TX16324,2023-05-06,14:29:48,C1489,P49,241.88,,USA,M15,Pending
TX16325,2023-09-14,14:17:34,C9742,P72,176.41,Debit Card,USA,M37,Refunded
TX16326,2023-09-24,12:32:55,C9827,P28,61.59,,Australia,M20,Pending
TX16327,2023-08-16,08:59:18,C8898,P90,131.71,,UK,M12,Cancelled
TX16328,2023-12-02,03:23:16,C4784,P49,132.98,Credit Card,UK,M26,Completed
TX16329,2023-08-23,10:58:35,C7058,P9,474.42,Debit Card,USA,M13,Pending
TX16330,2024-01-05,16:43:39,C2648,P44,225.82,Debit Card,USA,M38,Pending
TX16331,2023-06-24,17:12:32,C4189,P54,129.1,PayPal,Canada,M5,Refunded
TX16332,2023-07-23,13:21:01,C2515,P15,127.55,PayPal,UK,M22,Completed
TX16333,2024-05-01,18:50:33,C6329,P2,110.93,Debit Card,UK,M21,Completed
TX16334,2023-05-19,02:08:49,C9443,P52,468.53,Credit Card,USA,M20,Pending
TX16335,2023-12-19,09:28:20,C1942,P59,185.82,Debit Card,Canada,M32,Chargeback
TX16336,2023-07-26,15:12:55,C5235,P74,,,USA,M4,Completed
TX16337,2023-09-13,12:02:11,C2374,P21,931.84,,USA,M32,Chargeback
TX16338,2023-12-19,18:40:34,C3280,P57,128.91,Credit Card,UK,M38,Completed
TX16339,2023-11-09,07:42:39,C9576,P68,277.28,,USA,M12,Pending
TX16340,2024-05-01,22:49:22,C5313,P88,477.53,Debit Card,USA,M40,Cancelled
TX16341,2023-12-20,23:53:38,C8848,P60,51.83,PayPal,UK,M42,Pending
TX16342,2024-02-04,09:25:28,C7138,P99,115.19,,UK,M32,Refunded
TX16343,2023-12-01,21:50:24,C8463,P35,106.9,Credit Card,Canada,M7,Refunded
TX16344,2024-04-06,22:26:24,C9090,P24,110.64,PayPal,UK,M14,Completed
TX16345,2024-02-13,02:59:21,C6509,P84,403.7,Debit Card,USA,M10,Completed
TX16346,2023-10-12,05:45:45,C4213,P39,395.81,Debit Card,USA,M37,Completed
TX16347,2023-12-13,04:14:49,C6596,P2,134.16,Debit Card,Australia,M27,Pending
TX16348,2023-05-22,21:07:55,C6636,P7,71.33,Credit Card,UK,M47,Cancelled
TX16349,2024-03-24,02:55:15,C2421,P35,,Debit Card,Canada,M42,Cancelled
TX16350,2024-02-29,03:19:08,C7919,P67,485.01,Debit Card,USA,M48,Pending
TX16351,2023-07-30,23:21:08,C7034,P23,150.94,Debit Card,UK,M27,Pending
TX16352,2023-05-22,02:11:25,C2505,P100,436.3,PayPal,USA,M35,Completed
TX16353,2023-07-11,13:38:59,C2954,P20,126.19,Debit Card,UK,M48,Completed
TX16354,2023-07-07,13:08:55,C9753,P24,292.67,Debit Card,Australia,M37,Chargeback
TX16355,2024-04-29,12:21:13,C5951,P2,168.5,PayPal,,M24,Pending
TX16356,2023-08-18,01:41:42,C8897,P64,58.36,PayPal,UK,M34,Completed
TX16357,2024-02-09,21:21:02,C6969,P8,270.02,Debit Card,UK,M41,Pending
TX16358,2023-12-13,18:16:12,C5987,P16,189.79,Credit Card,Australia,M1,Completed
TX16359,2023-10-14,20:12:35,C2648,P2,158.55,PayPal,UK,M38,Completed
TX16360,2024-01-03,17:46:21,C6093,P49,476.53,Credit Card,USA,M24,Pending
TX16361,2023-08-27,03:14:41,C2344,P1,51.57,Credit Card,UK,M20,Refunded
TX16362,2023-07-04,12:56:02,C5159,P26,414.83,Debit Card,USA,M50,Completed
TX16363,2023-12-20,01:42:53,C9152,P56,220.67,PayPal,UK,M16,Cancelled
TX16364,2024-01-22,21:49:26,C5818,P69,124.85,PayPal,UK,M19,Pending
TX16365,2023-11-23,20:00:05,C4686,P6,59.73,Debit Card,UK,M19,Refunded
TX16366,2023-08-26,17:38:21,C8183,P60,,PayPal,USA,M44,Completed
TX16367,2024-01-15,06:03:40,C4637,P63,,Debit Card,USA,M5,Pending
TX16368,2023-06-28,15:17:51,C9061,P30,310.56,,UK,M3,Chargeback
TX16369,2024-02-09,11:32:38,C2097,P27,93.9,Credit Card,Canada,M41,Refunded
TX16370,2024-03-10,03:38:04,C5798,P80,413.65,Credit Card,UK,M37,Chargeback
TX16371,2023-07-13,02:00:00,C8403,P76,399.35,Debit Card,USA,M49,Pending
TX16372,2023-08-12,03:51:50,C7127,P81,327.17,Credit Card,Australia,M36,Pending
TX16373,2023-11-28,02:33:43,C5031,P46,209.37,,Australia,M2,Pending
TX16374,2024-03-29,20:14:00,C1456,P87,1095.99,Debit Card,,M24,Chargeback
TX16375,2023-12-30,03:42:28,C4581,P51,430.36,Credit Card,USA,M28,Pending
TX16376,2024-01-09,10:49:34,C2155,P74,133.78,Debit Card,Canada,M20,Pending
TX16377,2023-10-03,14:10:25,C3224,P31,154.11,Debit Card,,M34,Refunded
TX16378,2024-01-28,20:30:09,C8048,P75,,Credit Card,Australia,M1,Refunded
TX16379,2023-10-12,20:04:36,C7317,P82,259.03,Debit Card,Canada,M30,Chargeback
TX16380,2023-07-04,14:03:22,C3804,P69,224.21,PayPal,UK,M33,Pending
TX16381,2023-06-09,08:30:52,C1841,P70,63.96,Credit Card,,M38,Refunded
TX16382,2024-01-26,23:47:26,C3716,P62,318.96,Debit Card,USA,M27,Completed
TX16383,2024-03-03,21:12:20,C7594,P48,272.95,Debit Card,USA,M45,Pending
TX16384,2023-05-19,18:33:41,C2205,P23,34.6,PayPal,UK,M8,Pending
TX16385,2024-02-12,21:32:28,C6248,P48,80.95,Credit Card,UK,M46,Pending
TX16386,2023-07-04,15:43:35,C6835,P1,86.45,Credit Card,UK,M30,Pending
TX16387,2024-03-29,04:13:22,C8151,P13,73.74,,Canada,M36,Pending
TX16388,2023-09-07,11:59:52,C2032,P43,,,USA,M48,Pending
TX16389,2024-04-02,11:45:54,C3903,P15,,PayPal,UK,M42,Cancelled
TX16390,2023-12-15,23:18:10,C4457,P4,348.36,Credit Card,USA,M20,Pending
TX16391,2023-09-18,13:16:30,C5122,P75,171.33,PayPal,UK,M10,Pending
TX16392,2023-08-30,15:30:14,C2228,P46,79.79,,Canada,M46,Completed
TX16393,2023-10-02,13:48:01,C9292,P70,216.58,PayPal,UK,M23,Completed
TX16394,2023-06-06,01:17:35,C9781,P80,62.37,PayPal,Australia,M32,Pending
TX16395,2023-05-26,23:38:14,C7540,P70,672.25,Credit Card,USA,M49,Chargeback
TX16396,2023-08-29,05:17:00,C5154,P56,161.12,Debit Card,UK,M38,Pending
TX16397,2023-05-29,06:52:24,C6471,P72,80.47,Debit Card,USA,M39,Refunded
TX16398,2023-08-05,00:24:44,C6717,P88,238.49,PayPal,UK,M47,Cancelled
TX16399,2023-05-21,02:07:58,C4282,P27,148.96,Credit Card,Canada,M20,Pending
TX16400,2024-02-02,07:53:09,C9201,P53,511.63,,UK,M21,Chargeback
TX16401,2023-09-04,10:51:40,C6377,P1,34.68,PayPal,Canada,M19,Refunded
TX16402,2024-02-21,11:42:20,C6604,P35,281.46,Debit Card,USA,M30,Cancelled
TX16403,2024-02-07,21:04:21,C9231,P39,172.44,,Canada,M36,Chargeback
TX16404,2023-05-06,20:13:07,C9603,P89,229.49,Credit Card,USA,M7,Refunded
TX16405,2024-03-01,16:58:42,C1591,P44,130.2,Credit Card,Canada,M28,Refunded
TX16406,2023-08-21,00:03:33,C5762,P68,341.03,PayPal,USA,M41,Pending
TX16407,2023-06-30,00:29:45,C8341,P54,230.81,Credit Card,USA,M23,Pending
TX16408,2024-02-13,04:20:38,C7634,P59,214.89,PayPal,UK,M2,Completed
TX16409,2023-06-09,02:56:45,C3160,P48,104.78,Debit Card,Australia,M47,Cancelled
TX16410,2023-12-14,11:39:33,C7387,P66,898.09,Debit Card,USA,M31,Chargeback
TX16411,2024-03-03,17:51:51,C6009,P5,276.11,Debit Card,USA,M24,Chargeback
TX16412,2023-12-13,20:22:55,C4963,P22,213.4,Credit Card,Canada,M45,Completed
TX16413,2024-02-11,16:27:29,C9122,P94,,Credit Card,USA,M16,Completed
TX16414,2023-09-07,21:21:51,C2878,P60,353.73,Credit Card,USA,M1,Completed
TX16415,2023-07-20,21:23:51,C8667,P87,517.35,Credit Card,UK,M2,Chargeback
TX16416,2024-02-16,16:14:58,C5741,P31,357.65,Credit Card,USA,M50,Completed
TX16417,2023-05-12,18:45:39,C8352,P36,200.13,Debit Card,Australia,M43,Chargeback
TX16418,2024-02-06,07:42:16,C9777,P67,144.5,Debit Card,Canada,M50,Completed
TX16419,2023-06-11,19:46:01,C8382,P20,126.59,PayPal,UK,M19,Completed
TX16420,2024-03-18,08:17:38,C6319,P16,438.62,,Australia,M4,Chargeback
TX16421,2023-08-22,07:53:39,C1444,P73,242.04,Debit Card,UK,M31,Chargeback
TX16422,2023-12-22,22:37:31,C4840,P51,287.12,PayPal,USA,M20,Completed
TX16423,2023-08-19,01:12:52,C5615,P66,275.31,Debit Card,USA,M36,Cancelled
TX16424,2024-02-14,17:41:00,C4525,P28,297.22,Credit Card,UK,M37,Chargeback
TX16425,2024-05-02,22:09:25,C5903,P4,232.32,Credit Card,USA,M44,Cancelled
TX16426,2024-04-03,18:44:55,C7254,P89,139.46,Credit Card,Australia,M6,Refunded
TX16427,2024-04-03,03:54:06,C8533,P62,330.71,PayPal,,M35,Chargeback
TX16428,2024-03-02,00:50:13,C9827,P99,,PayPal,,M15,Pending
TX16429,2023-08-23,13:20:36,C2374,P4,61.31,,UK,M5,Pending
TX16430,2023-11-07,07:14:09,C5478,P46,151.42,,Canada,M42,Completed
TX16431,2023-10-24,04:24:54,C3273,P40,171.74,Debit Card,Australia,M48,Completed
TX16432,2024-04-13,16:21:39,C2715,P61,,Debit Card,Canada,M6,Refunded
TX16433,2023-11-20,20:21:13,C8550,P3,119.58,Debit Card,UK,M24,Cancelled
TX16434,2024-03-08,10:04:24,C2159,P91,230.11,Credit Card,Canada,M7,Chargeback
TX16435,2023-09-01,02:36:35,C1572,P56,103.49,Debit Card,UK,M39,Pending
TX16436,2024-02-28,14:13:42,C4073,P33,155.44,PayPal,UK,M42,Pending
TX16437,2024-04-30,21:49:53,C6016,P15,403.99,Credit Card,USA,M5,Pending
TX16438,2023-08-01,17:41:34,C5358,P93,228.6,Credit Card,,M9,Refunded
TX16439,2024-03-21,17:01:58,C7965,P85,126.15,Debit Card,UK,M1,Refunded
TX16440,2023-12-09,23:58:56,C7129,P23,96.92,Credit Card,USA,M46,Refunded
TX16441,2023-08-27,04:01:05,C7170,P49,179.58,Debit Card,USA,M1,Refunded
TX16442,2023-10-13,05:58:23,C3400,P92,152.3,Debit Card,Canada,M26,Chargeback
TX16443,2024-03-03,20:43:51,C3657,P46,465.49,Debit Card,USA,M8,Cancelled
TX16444,2024-03-30,18:49:39,C8239,P36,17.52,PayPal,UK,M2,Refunded
TX16445,2023-06-10,01:23:32,C4747,P100,216.32,Credit Card,UK,M36,Chargeback
TX16446,2023-09-05,13:56:25,C3184,P100,158.0,Credit Card,Australia,M34,Chargeback
TX16447,2023-10-22,07:37:05,C3898,P20,213.21,Debit Card,UK,M13,Chargeback
TX16448,2024-02-26,22:58:47,C3986,P33,144.91,Debit Card,USA,M5,Refunded
TX16449,2024-04-24,00:48:38,C8409,P91,239.9,Credit Card,UK,M37,Completed
TX16450,2023-08-27,12:51:40,C9601,P81,185.95,PayPal,Canada,M42,Pending
TX16451,2024-03-04,08:30:48,C9335,P70,203.82,Debit Card,,M41,Cancelled
TX16452,2023-05-05,03:23:31,C1968,P18,154.32,PayPal,UK,M8,Completed
TX16453,2023-11-08,01:25:36,C3485,P10,837.75,PayPal,USA,M32,Chargeback
TX16454,2023-11-01,07:28:59,C8125,P14,148.09,Debit Card,Australia,M5,Refunded
TX16455,2023-05-28,22:36:55,C1268,P99,855.11,Credit Card,USA,M42,Chargeback
TX16456,2024-02-19,22:42:18,C9591,P30,132.36,Debit Card,UK,M49,Chargeback
TX16457,2023-12-22,17:19:34,C4809,P25,158.33,PayPal,UK,M27,Pending
TX16458,2023-08-09,00:07:31,C4396,P91,897.37,Credit Card,USA,M11,Chargeback
TX16459,2024-02-26,06:55:34,C2701,P38,,PayPal,USA,M44,Completed
TX16460,2024-01-14,09:49:34,C5787,P31,250.55,Credit Card,USA,M29,Cancelled
TX16461,2024-01-21,06:09:42,C9511,P74,43.51,Credit Card,UK,M20,Pending
TX16462,2023-11-11,18:44:59,C1263,P16,92.99,PayPal,Australia,M13,Refunded
TX16463,2024-04-16,08:46:55,C1293,P44,365.17,Credit Card,USA,M8,Chargeback
TX16464,2023-06-09,01:20:06,C1608,P16,143.48,Debit Card,Canada,M5,Refunded
TX16465,2023-12-20,10:04:01,C6150,P12,,PayPal,USA,M36,Pending
TX16466,2023-05-27,05:20:47,C1754,P23,198.06,PayPal,UK,M40,Pending
TX16467,2024-03-13,00:37:21,C3887,P14,245.07,Credit Card,USA,M14,Chargeback
TX16468,2023-11-10,02:28:35,C8456,P74,602.91,Credit Card,Australia,M40,Chargeback
TX16469,2023-06-12,13:57:46,C9340,P85,155.56,Credit Card,Canada,M39,Completed
TX16470,2023-06-05,06:42:16,C6415,P31,,Credit Card,UK,M2,Refunded
TX16471,2023-11-03,10:09:06,C7757,P43,143.85,Credit Card,Canada,M6,Completed
TX16472,2024-03-10,16:32:26,C5922,P21,71.36,Debit Card,UK,M12,Refunded
TX16473,2023-07-23,11:35:13,C9022,P85,230.88,Credit Card,Australia,M5,Cancelled
TX16474,2023-07-05,14:19:58,C7109,P30,160.0,,Canada,M22,Completed
TX16475,2024-02-01,02:55:52,C8135,P94,135.43,,Australia,M50,Refunded
TX16476,2024-04-02,22:44:41,C6623,P78,272.63,Credit Card,UK,M13,Chargeback
TX16477,2023-09-16,20:10:31,C6289,P61,142.96,Debit Card,USA,M48,Refunded
TX16478,2024-03-12,14:52:49,C8131,P59,206.59,PayPal,UK,M10,Completed
TX16479,2023-08-17,19:02:35,C8826,P14,,PayPal,USA,M12,Cancelled
TX16480,2024-02-13,05:36:11,C1272,P28,61.37,Debit Card,UK,M45,Refunded
TX16481,2023-11-26,14:48:55,C1328,P83,159.64,Credit Card,UK,M16,Pending
TX16482,2023-11-15,08:14:12,C4866,P70,31.66,Debit Card,UK,M30,Refunded
TX16483,2023-07-17,09:04:53,C3123,P12,253.62,PayPal,USA,M31,Cancelled
TX16484,2023-08-09,14:26:48,C5688,P83,269.13,Debit Card,USA,M27,Refunded
TX16485,2023-07-29,14:14:19,C5605,P99,108.01,Credit Card,UK,M1,Cancelled
TX16486,2023-09-05,14:52:42,C6238,P66,105.38,Credit Card,Australia,M8,Completed
TX16487,2023-07-10,11:32:08,C7966,P32,202.74,Credit Card,USA,M30,Refunded
TX16488,2023-12-05,13:58:18,C1207,P39,332.71,Debit Card,UK,M10,Completed
TX16489,2023-08-10,08:49:58,C4187,P89,173.2,Credit Card,Canada,M27,Completed
TX16490,2023-08-08,07:54:24,C6995,P71,284.21,Debit Card,UK,M14,Chargeback
