,transaction_id,date,time,customer_id,product_id,amount,payment_type,country,merchant_id,status,exchange_rate,total_usd,date_time,year,month,day,dow,hour,is_weekend
5733,TX15733,2023-08-26,23:37:51,C1942,P11,258.28,PayPal,UK,M12,Pending,1.25,322.84999999999997,2023-08-26 23:37:51,2023,8,26,5,23,1
5734,TX15734,2024-02-10,22:38:49,C4417,P62,135.33,PayPal,UK,M29,Pending,1.25,169.16250000000002,2024-02-10 22:38:49,2024,2,10,5,22,1
5735,TX15735,2023-12-09,04:07:39,C1453,P43,63.47,Debit Card,UK,M29,Completed,1.25,79.3375,2023-12-09 04:07:39,2023,12,9,5,4,1
5736,TX15736,2023-09-21,20:56:48,C3938,P90,,Credit Card,UK,M28,Completed,1.25,,2023-09-21 20:56:48,2023,9,21,3,20,0
5737,TX15737,2023-05-27,15:25:40,C9759,P61,448.28,PayPal,USA,M15,Pending,1.0,448.28,2023-05-27 15:25:40,2023,5,27,5,15,1
5738,TX15738,2023-08-08,01:33:21,C9530,P100,254.31,Credit Card,USA,M14,Completed,1.0,254.31,2023-08-08 01:33:21,2023,8,8,1,1,0
5739,TX15739,2023-10-28,08:35:19,C3767,P87,49.42,Debit Card,UK,M14,Refunded,1.25,61.775000000000006,2023-10-28 08:35:19,2023,10,28,5,8,1
5740,TX15740,2023-07-02,11:11:31,C9828,P69,47.85,,Canada,M41,Completed,0.73,34.9305,2023-07-02 11:11:31,2023,7,2,6,11,1
5741,TX15741,2023-09-25,02:48:49,C5101,P25,134.31,Credit Card,UK,M30,Chargeback,1.25,167.8875,2023-09-25 02:48:49,2023,9,25,0,2,0
5742,TX15742,2023-06-17,13:06:54,C5070,P39,31.52,,Canada,M10,Refunded,0.73,23.0096,2023-06-17 13:06:54,2023,6,17,5,13,1
5743,TX15743,2023-10-31,22:34:13,C2682,P31,46.31,Debit Card,Australia,M19,Refunded,0.65,30.1015,2023-10-31 22:34:13,2023,10,31,1,22,0
5744,TX15744,2023-12-24,08:02:50,C2139,P33,,Credit Card,USA,M42,Completed,1.0,,2023-12-24 08:02:50,2023,12,24,6,8,1
5745,TX15745,2023-05-23,23:41:44,C6030,P14,,Credit Card,UK,M7,Cancelled,1.25,,2023-05-23 23:41:44,2023,5,23,1,23,0
5746,TX15746,2024-03-10,06:43:13,C2771,P90,322.02,Debit Card,,M44,Completed,1.0,322.02,2024-03-10 06:43:13,2024,3,10,6,6,1
5747,TX15747,2023-05-11,08:51:15,C2442,P96,97.0,Debit Card,Australia,M4,Pending,0.65,63.050000000000004,2023-05-11 08:51:15,2023,5,11,3,8,0
5748,TX15748,2024-04-13,08:49:18,C2593,P67,204.65,Credit Card,Australia,M41,Completed,0.65,133.0225,2024-04-13 08:49:18,2024,4,13,5,8,1
5749,TX15749,2024-04-10,02:26:32,C6625,P24,201.37,PayPal,UK,M17,Cancelled,1.25,251.7125,2024-04-10 02:26:32,2024,4,10,2,2,0
5750,TX15750,2023-07-23,05:07:51,C4021,P50,364.62,Credit Card,USA,M31,Pending,1.0,364.62,2023-07-23 05:07:51,2023,7,23,6,5,1
5751,TX15751,2024-03-14,04:14:38,C9379,P45,467.62,Debit Card,Canada,M3,Chargeback,0.73,341.3626,2024-03-14 04:14:38,2024,3,14,3,4,0
5752,TX15752,2023-07-12,17:18:39,C6411,P74,329.43,Credit Card,USA,M44,Completed,1.0,329.43,2023-07-12 17:18:39,2023,7,12,2,17,0
5753,TX15753,2024-03-09,21:34:34,C8634,P41,186.87,,Canada,M42,Chargeback,0.73,136.4151,2024-03-09 21:34:34,2024,3,9,5,21,1
5754,TX15754,2023-12-15,00:37:38,C4475,P33,40.98,PayPal,Australia,M26,Pending,0.65,26.637,2023-12-15 00:37:38,2023,12,15,4,0,0
5755,TX15755,2024-02-01,16:15:56,C7411,P56,650.89,Debit Card,USA,M18,Chargeback,1.0,650.89,2024-02-01 16:15:56,2024,2,1,3,16,0
5756,TX15756,2023-12-22,23:18:57,C2731,P34,170.33,Debit Card,UK,M16,Completed,1.25,212.91250000000002,2023-12-22 23:18:57,2023,12,22,4,23,0
5757,TX15757,2024-03-13,00:11:36,C8925,P3,33.0,Credit Card,UK,M11,Refunded,1.25,41.25,2024-03-13 00:11:36,2024,3,13,2,0,0
5758,TX15758,2023-11-16,15:12:35,C2393,P71,270.03,Credit Card,UK,M46,Completed,1.25,337.53749999999997,2023-11-16 15:12:35,2023,11,16,3,15,0
5759,TX15759,2023-06-05,17:37:25,C2931,P72,286.33,Credit Card,USA,M48,Refunded,1.0,286.33,2023-06-05 17:37:25,2023,6,5,0,17,0
5760,TX15760,2023-11-17,14:07:04,C1571,P60,72.77,Debit Card,Canada,M7,Refunded,0.73,53.122099999999996,2023-11-17 14:07:04,2023,11,17,4,14,0
5761,TX15761,2024-01-10,07:53:43,C1808,P81,57.61,Credit Card,Australia,M3,Refunded,0.65,37.4465,2024-01-10 07:53:43,2024,1,10,2,7,0
5762,TX15762,2023-05-20,06:07:05,C1720,P61,89.17,Debit Card,,M4,Cancelled,1.0,89.17,2023-05-20 06:07:05,2023,5,20,5,6,1
5763,TX15763,2024-01-28,16:35:52,C7504,P84,268.42,Credit Card,USA,M14,Refunded,1.0,268.42,2024-01-28 16:35:52,2024,1,28,6,16,1
5764,TX15764,2023-10-28,00:08:33,C6659,P11,40.11,Debit Card,Canada,M1,Refunded,0.73,29.2803,2023-10-28 00:08:33,2023,10,28,5,0,1
5765,TX15765,2023-06-14,13:44:45,C1536,P88,109.26,Debit Card,Canada,M33,Refunded,0.73,79.7598,2023-06-14 13:44:45,2023,6,14,2,13,0
5766,TX15766,2024-04-22,10:12:40,C4880,P54,389.35,Debit Card,USA,M13,Completed,1.0,389.35,2024-04-22 10:12:40,2024,4,22,0,10,0
5767,TX15767,2023-06-14,08:00:45,C7391,P27,481.44,Debit Card,USA,M24,Chargeback,1.0,481.44,2023-06-14 08:00:45,2023,6,14,2,8,0
5768,TX15768,2023-06-01,06:17:21,C7296,P8,331.09,Debit Card,USA,M8,Completed,1.0,331.09,2023-06-01 06:17:21,2023,6,1,3,6,0
5769,TX15769,2023-07-10,07:25:36,C7789,P72,125.09,Credit Card,Australia,M26,Completed,0.65,81.30850000000001,2023-07-10 07:25:36,2023,7,10,0,7,0
5770,TX15770,2023-08-01,17:27:49,C9839,P4,,,UK,M2,Cancelled,1.25,,2023-08-01 17:27:49,2023,8,1,1,17,0
5771,TX15771,2023-05-31,18:44:06,C3248,P1,133.43,PayPal,Canada,M21,Cancelled,0.73,97.40390000000001,2023-05-31 18:44:06,2023,5,31,2,18,0
5772,TX15772,2024-03-31,09:02:18,C5642,P22,363.45,PayPal,USA,M13,Cancelled,1.0,363.45,2024-03-31 09:02:18,2024,3,31,6,9,1
5773,TX15773,2024-04-28,10:37:50,C5188,P49,82.36,Debit Card,Canada,M39,Completed,0.73,60.1228,2024-04-28 10:37:50,2024,4,28,6,10,1
5774,TX15774,2023-07-27,15:24:56,C6324,P70,232.76,Credit Card,USA,M44,Completed,1.0,232.76,2023-07-27 15:24:56,2023,7,27,3,15,0
5775,TX15775,2023-11-26,02:23:15,C5466,P53,403.85,PayPal,USA,M19,Pending,1.0,403.85,2023-11-26 02:23:15,2023,11,26,6,2,1
5776,TX15776,2023-12-20,19:53:46,C2596,P83,136.08,PayPal,UK,M49,Pending,1.25,170.10000000000002,2023-12-20 19:53:46,2023,12,20,2,19,0
5777,TX15777,2023-08-01,13:51:00,C6694,P29,181.44,Debit Card,USA,M26,Refunded,1.0,181.44,2023-08-01 13:51:00,2023,8,1,1,13,0
5778,TX15778,2023-08-27,15:54:38,C7118,P88,100.11,PayPal,Canada,M37,Completed,0.73,73.0803,2023-08-27 15:54:38,2023,8,27,6,15,1
5779,TX15779,2023-05-08,08:17:12,C7496,P91,218.67,Debit Card,USA,M39,Completed,1.0,218.67,2023-05-08 08:17:12,2023,5,8,0,8,0
5780,TX15780,2024-02-27,14:37:53,C6317,P77,297.2,PayPal,UK,M37,Cancelled,1.25,371.5,2024-02-27 14:37:53,2024,2,27,1,14,0
5781,TX15781,2023-10-15,20:50:03,C6783,P26,132.27,Debit Card,UK,M13,Cancelled,1.25,165.3375,2023-10-15 20:50:03,2023,10,15,6,20,1
5782,TX15782,2023-07-20,01:55:04,C5404,P74,,Credit Card,UK,M43,Completed,1.25,,2023-07-20 01:55:04,2023,7,20,3,1,0
5783,TX15783,2023-05-24,14:09:07,C1281,P53,414.84,Debit Card,USA,M34,Cancelled,1.0,414.84,2023-05-24 14:09:07,2023,5,24,2,14,0
5784,TX15784,2024-02-28,02:47:44,C7054,P100,232.43,PayPal,USA,M2,Completed,1.0,232.43,2024-02-28 02:47:44,2024,2,28,2,2,0
5785,TX15785,2023-10-22,03:09:33,C3536,P64,407.31,Credit Card,,M11,Chargeback,1.0,407.31,2023-10-22 03:09:33,2023,10,22,6,3,1
5786,TX15786,2023-10-07,22:52:41,C3343,P21,93.94,Debit Card,USA,M2,Refunded,1.0,93.94,2023-10-07 22:52:41,2023,10,7,5,22,1
5787,TX15787,2023-05-19,13:58:24,C4238,P48,158.85,Debit Card,Canada,M26,Completed,0.73,115.9605,2023-05-19 13:58:24,2023,5,19,4,13,0
5788,TX15788,2023-06-13,17:41:03,C7650,P33,35.6,Credit Card,Australia,M8,Completed,0.65,23.14,2023-06-13 17:41:03,2023,6,13,1,17,0
5789,TX15789,2023-09-12,13:50:09,C2297,P58,446.36,PayPal,USA,M49,Pending,1.0,446.36,2023-09-12 13:50:09,2023,9,12,1,13,0
5790,TX15790,2024-03-24,02:04:54,C5824,P87,494.91,Debit Card,USA,M1,Pending,1.0,494.91,2024-03-24 02:04:54,2024,3,24,6,2,1
5791,TX15791,2023-06-25,19:15:01,C1116,P3,557.46,,UK,M12,Chargeback,1.25,696.825,2023-06-25 19:15:01,2023,6,25,6,19,1
5792,TX15792,2024-04-23,07:24:30,C8599,P3,160.67,Debit Card,Australia,M16,Completed,0.65,104.43549999999999,2024-04-23 07:24:30,2024,4,23,1,7,0
5793,TX15793,2024-03-01,00:18:26,C1483,P68,57.07,PayPal,Australia,M8,Completed,0.65,37.0955,2024-03-01 00:18:26,2024,3,1,4,0,0
5794,TX15794,2024-05-03,21:39:20,C1351,P62,45.15,Debit Card,UK,M1,Completed,1.25,56.4375,2024-05-03 21:39:20,2024,5,3,4,21,0
5795,TX15795,2023-06-05,08:16:25,C1690,P76,141.1,Debit Card,,M33,Refunded,1.0,141.1,2023-06-05 08:16:25,2023,6,5,0,8,0
5796,TX15796,2023-06-27,07:14:32,C4517,P5,350.35,PayPal,USA,M28,Completed,1.0,350.35,2023-06-27 07:14:32,2023,6,27,1,7,0
5797,TX15797,2024-04-29,13:33:35,C9742,P86,115.95,Credit Card,Australia,M7,Refunded,0.65,75.3675,2024-04-29 13:33:35,2024,4,29,0,13,0
5798,TX15798,2023-11-29,18:21:06,C6107,P15,56.72,Debit Card,Australia,M30,Pending,0.65,36.868,2023-11-29 18:21:06,2023,11,29,2,18,0
5799,TX15799,2023-10-14,05:37:22,C4011,P61,200.51,Credit Card,USA,M42,Refunded,1.0,200.51,2023-10-14 05:37:22,2023,10,14,5,5,1
5800,TX15800,2024-04-06,17:14:56,C6163,P4,247.36,Credit Card,USA,M12,Refunded,1.0,247.36,2024-04-06 17:14:56,2024,4,6,5,17,1
5801,TX15801,2023-08-13,13:21:56,C4739,P10,201.88,Debit Card,,M44,Refunded,1.0,201.88,2023-08-13 13:21:56,2023,8,13,6,13,1
5802,TX15802,2024-03-01,00:28:36,C4233,P91,132.08,Credit Card,USA,M39,Refunded,1.0,132.08,2024-03-01 00:28:36,2024,3,1,4,0,0
5803,TX15803,2024-03-22,09:15:19,C9414,P77,157.3,Credit Card,Canada,M48,Completed,0.73,114.82900000000001,2024-03-22 09:15:19,2024,3,22,4,9,0
5804,TX15804,2023-09-06,15:11:15,C6574,P12,389.39,PayPal,USA,M42,Completed,1.0,389.39,2023-09-06 15:11:15,2023,9,6,2,15,0
5805,TX15805,2023-07-25,22:10:21,C9367,P82,481.83,Credit Card,USA,M40,Completed,1.0,481.83,2023-07-25 22:10:21,2023,7,25,1,22,0
5806,TX15806,2023-10-10,15:06:21,C3262,P68,343.22,PayPal,USA,M29,Pending,1.0,343.22,2023-10-10 15:06:21,2023,10,10,1,15,0
5807,TX15807,2023-07-26,06:00:04,C9509,P45,,Debit Card,Australia,M20,Refunded,0.65,,2023-07-26 06:00:04,2023,7,26,2,6,0
5808,TX15808,2024-03-16,14:08:44,C7946,P31,315.54,,UK,M20,Pending,1.25,394.425,2024-03-16 14:08:44,2024,3,16,5,14,1
5809,TX15809,2023-11-22,20:44:11,C5755,P92,274.48,Credit Card,UK,M48,Pending,1.25,343.1,2023-11-22 20:44:11,2023,11,22,2,20,0
5810,TX15810,2023-06-30,01:59:12,C1835,P97,390.85,PayPal,USA,M43,Pending,1.0,390.85,2023-06-30 01:59:12,2023,6,30,4,1,0
5811,TX15811,2023-09-06,08:00:58,C4484,P21,66.43,PayPal,Australia,M40,Pending,0.65,43.179500000000004,2023-09-06 08:00:58,2023,9,6,2,8,0
5812,TX15812,2024-05-03,21:38:12,C9864,P87,155.29,PayPal,Canada,M32,Chargeback,0.73,113.36169999999998,2024-05-03 21:38:12,2024,5,3,4,21,0
5813,TX15813,2024-03-25,01:46:47,C9041,P51,388.05,Credit Card,USA,M10,Chargeback,1.0,388.05,2024-03-25 01:46:47,2024,3,25,0,1,0
5814,TX15814,2023-12-30,11:35:14,C2076,P57,263.3,PayPal,USA,M42,Completed,1.0,263.3,2023-12-30 11:35:14,2023,12,30,5,11,1
5815,TX15815,2023-05-20,02:38:00,C6635,P30,393.52,,,M41,Completed,1.0,393.52,2023-05-20 02:38:00,2023,5,20,5,2,1
5816,TX15816,2024-02-24,13:11:47,C1836,P19,164.2,Credit Card,,M47,Refunded,1.0,164.2,2024-02-24 13:11:47,2024,2,24,5,13,1
5817,TX15817,2023-05-05,15:33:32,C7036,P95,120.7,Credit Card,UK,M19,Pending,1.25,150.875,2023-05-05 15:33:32,2023,5,5,4,15,0
5818,TX15818,2023-06-10,11:23:14,C9870,P11,234.62,Credit Card,Australia,M45,Refunded,0.65,152.50300000000001,2023-06-10 11:23:14,2023,6,10,5,11,1
5819,TX15819,2024-04-27,13:22:58,C2187,P94,201.8,Credit Card,UK,M38,Pending,1.25,252.25,2024-04-27 13:22:58,2024,4,27,5,13,1
5820,TX15820,2023-12-02,10:24:41,C8656,P98,42.25,Debit Card,Canada,M32,Chargeback,0.73,30.842499999999998,2023-12-02 10:24:41,2023,12,2,5,10,1
5821,TX15821,2023-07-25,05:49:56,C2277,P42,191.91,,,M38,Pending,1.0,191.91,2023-07-25 05:49:56,2023,7,25,1,5,0
5822,TX15822,2024-01-08,23:41:07,C9685,P21,254.29,Credit Card,Canada,M50,Chargeback,0.73,185.6317,2024-01-08 23:41:07,2024,1,8,0,23,0
5823,TX15823,2024-04-06,05:35:47,C6524,P6,24.1,Debit Card,Canada,M45,Refunded,0.73,17.593,2024-04-06 05:35:47,2024,4,6,5,5,1
5824,TX15824,2023-08-11,16:28:44,C8743,P78,95.03,PayPal,USA,M23,Refunded,1.0,95.03,2023-08-11 16:28:44,2023,8,11,4,16,0
5825,TX15825,2023-11-10,12:04:07,C4580,P100,183.9,Debit Card,USA,M36,Refunded,1.0,183.9,2023-11-10 12:04:07,2023,11,10,4,12,0
5826,TX15826,2023-06-02,18:46:36,C5574,P36,164.04,,UK,M18,Refunded,1.25,205.04999999999998,2023-06-02 18:46:36,2023,6,2,4,18,0
5827,TX15827,2024-01-04,18:14:19,C6215,P98,273.02,PayPal,USA,M47,Completed,1.0,273.02,2024-01-04 18:14:19,2024,1,4,3,18,0
5828,TX15828,2023-08-14,15:55:50,C3344,P85,485.68,Debit Card,USA,M9,Completed,1.0,485.68,2023-08-14 15:55:50,2023,8,14,0,15,0
5829,TX15829,2023-05-08,14:35:52,C9845,P41,94.45,Debit Card,UK,M12,Completed,1.25,118.0625,2023-05-08 14:35:52,2023,5,8,0,14,0
5830,TX15830,2024-04-08,02:09:49,C2322,P28,,PayPal,Australia,M33,Pending,0.65,,2024-04-08 02:09:49,2024,4,8,0,2,0
5831,TX15831,2023-10-02,15:55:26,C5922,P81,34.39,Debit Card,UK,M49,Refunded,1.25,42.9875,2023-10-02 15:55:26,2023,10,2,0,15,0
5832,TX15832,2023-07-28,17:09:23,C7234,P73,17.47,Debit Card,Canada,M23,Refunded,0.73,12.753099999999998,2023-07-28 17:09:23,2023,7,28,4,17,0
5833,TX15833,2023-05-14,13:41:20,C8862,P76,62.05,PayPal,UK,M43,Cancelled,1.25,77.5625,2023-05-14 13:41:20,2023,5,14,6,13,1
5834,TX15834,2023-07-03,21:32:29,C9411,P48,110.47,PayPal,Canada,M38,Pending,0.73,80.6431,2023-07-03 21:32:29,2023,7,3,0,21,0
5835,TX15835,2024-02-12,21:47:30,C8523,P100,13.75,Credit Card,UK,M13,Refunded,1.25,17.1875,2024-02-12 21:47:30,2024,2,12,0,21,0
5836,TX15836,2023-05-25,08:00:27,C6399,P84,154.55,Debit Card,Canada,M28,Completed,0.73,112.8215,2023-05-25 08:00:27,2023,5,25,3,8,0
5837,TX15837,2023-08-23,12:27:35,C7188,P70,45.24,PayPal,UK,M21,Cancelled,1.25,56.550000000000004,2023-08-23 12:27:35,2023,8,23,2,12,0
5838,TX15838,2024-02-29,09:04:51,C8422,P98,240.04,Credit Card,UK,M5,Completed,1.25,300.05,2024-02-29 09:04:51,2024,2,29,3,9,0
5839,TX15839,2023-05-08,09:58:54,C5406,P34,76.73,PayPal,UK,M26,Cancelled,1.25,95.91250000000001,2023-05-08 09:58:54,2023,5,8,0,9,0
5840,TX15840,2024-03-17,06:20:05,C8982,P13,139.41,,,M2,Chargeback,1.0,139.41,2024-03-17 06:20:05,2024,3,17,6,6,1
5841,TX15841,2023-10-31,12:48:43,C5386,P27,289.12,Debit Card,USA,M31,Chargeback,1.0,289.12,2023-10-31 12:48:43,2023,10,31,1,12,0
5842,TX15842,2024-02-27,14:20:05,C3392,P80,455.8,Credit Card,USA,M46,Completed,1.0,455.8,2024-02-27 14:20:05,2024,2,27,1,14,0
5843,TX15843,2023-07-10,19:51:12,C4547,P56,253.74,PayPal,USA,M10,Pending,1.0,253.74,2023-07-10 19:51:12,2023,7,10,0,19,0
5844,TX15844,2023-07-08,04:49:29,C1852,P4,48.62,Debit Card,Canada,M38,Refunded,0.73,35.492599999999996,2023-07-08 04:49:29,2023,7,8,5,4,1
5845,TX15845,2024-02-03,09:49:59,C4032,P56,428.96,PayPal,USA,M33,Pending,1.0,428.96,2024-02-03 09:49:59,2024,2,3,5,9,1
5846,TX15846,2023-08-31,17:14:49,C3991,P11,402.91,Credit Card,USA,M8,Pending,1.0,402.91,2023-08-31 17:14:49,2023,8,31,3,17,0
5847,TX15847,2023-09-21,02:50:24,C8636,P20,46.24,Debit Card,Canada,M45,Refunded,0.73,33.7552,2023-09-21 02:50:24,2023,9,21,3,2,0
5848,TX15848,2024-02-15,00:45:03,C1432,P67,424.41,Debit Card,USA,M24,Chargeback,1.0,424.41,2024-02-15 00:45:03,2024,2,15,3,0,0
5849,TX15849,2023-10-20,19:55:22,C6628,P57,46.62,PayPal,UK,M18,Pending,1.25,58.275,2023-10-20 19:55:22,2023,10,20,4,19,0
5850,TX15850,2023-10-02,03:38:58,C7949,P4,522.02,Credit Card,USA,M12,Chargeback,1.0,522.02,2023-10-02 03:38:58,2023,10,2,0,3,0
5851,TX15851,2023-12-27,23:11:57,C2873,P28,197.97,Credit Card,Australia,M39,Pending,0.65,128.6805,2023-12-27 23:11:57,2023,12,27,2,23,0
5852,TX15852,2024-04-19,12:57:38,C6279,P72,103.52,PayPal,Canada,M4,Pending,0.73,75.5696,2024-04-19 12:57:38,2024,4,19,4,12,0
5853,TX15853,2023-06-28,14:09:04,C9435,P67,86.11,Credit Card,Canada,M1,Refunded,0.73,62.860299999999995,2023-06-28 14:09:04,2023,6,28,2,14,0
5854,TX15854,2023-12-10,06:58:45,C2446,P16,,Debit Card,UK,M12,Refunded,1.25,,2023-12-10 06:58:45,2023,12,10,6,6,1
5855,TX15855,2024-01-21,16:05:10,C5497,P98,250.6,PayPal,Canada,M7,Pending,0.73,182.938,2024-01-21 16:05:10,2024,1,21,6,16,1
5856,TX15856,2023-05-30,04:19:47,C6397,P15,251.64,Credit Card,USA,M50,Pending,1.0,251.64,2023-05-30 04:19:47,2023,5,30,1,4,0
5857,TX15857,2023-06-07,21:19:19,C4167,P16,603.91,PayPal,USA,M4,Chargeback,1.0,603.91,2023-06-07 21:19:19,2023,6,7,2,21,0
5858,TX15858,2023-05-17,17:17:09,C2675,P29,390.57,Credit Card,USA,M44,Cancelled,1.0,390.57,2023-05-17 17:17:09,2023,5,17,2,17,0
5859,TX15859,2023-11-20,05:42:14,C9757,P77,124.67,Credit Card,UK,M8,Refunded,1.25,155.8375,2023-11-20 05:42:14,2023,11,20,0,5,0
5860,TX15860,2023-05-09,19:58:22,C5990,P85,130.16,PayPal,UK,M47,Pending,1.25,162.7,2023-05-09 19:58:22,2023,5,9,1,19,0
5861,TX15861,2024-02-22,11:53:39,C8425,P97,21.87,Debit Card,UK,M44,Refunded,1.25,27.337500000000002,2024-02-22 11:53:39,2024,2,22,3,11,0
5862,TX15862,2023-11-27,02:14:06,C3471,P57,313.89,,USA,M42,Cancelled,1.0,313.89,2023-11-27 02:14:06,2023,11,27,0,2,0
5863,TX15863,2023-12-09,23:45:53,C5841,P75,41.04,Credit Card,UK,M44,Cancelled,1.25,51.3,2023-12-09 23:45:53,2023,12,9,5,23,1
5864,TX15864,2023-09-26,07:57:02,C9782,P69,205.89,PayPal,Canada,M19,Completed,0.73,150.29969999999997,2023-09-26 07:57:02,2023,9,26,1,7,0
5865,TX15865,2023-07-02,00:44:52,C5551,P22,168.05,Credit Card,UK,M18,Completed,1.25,210.0625,2023-07-02 00:44:52,2023,7,2,6,0,1
5866,TX15866,2023-06-19,08:12:26,C4070,P58,50.47,Credit Card,Canada,M24,Completed,0.73,36.8431,2023-06-19 08:12:26,2023,6,19,0,8,0
5867,TX15867,2023-08-16,04:47:36,C3587,P67,475.38,PayPal,USA,M6,Pending,1.0,475.38,2023-08-16 04:47:36,2023,8,16,2,4,0
5868,TX15868,2023-05-23,00:38:14,C9594,P35,180.16,PayPal,Canada,M27,Pending,0.73,131.5168,2023-05-23 00:38:14,2023,5,23,1,0,0
5869,TX15869,2023-06-05,01:34:51,C2741,P47,151.72,PayPal,UK,M30,Pending,1.25,189.65,2023-06-05 01:34:51,2023,6,5,0,1,0
5870,TX15870,2024-01-15,20:01:08,C6431,P24,246.82,Debit Card,USA,M13,Completed,1.0,246.82,2024-01-15 20:01:08,2024,1,15,0,20,0
5871,TX15871,2023-10-15,07:43:17,C9361,P81,212.93,Debit Card,USA,M9,Refunded,1.0,212.93,2023-10-15 07:43:17,2023,10,15,6,7,1
5872,TX15872,2024-02-15,05:33:20,C3350,P87,212.98,Debit Card,UK,M45,Cancelled,1.25,266.22499999999997,2024-02-15 05:33:20,2024,2,15,3,5,0
5873,TX15873,2023-12-22,18:58:51,C9368,P95,277.74,Debit Card,Canada,M19,Chargeback,0.73,202.7502,2023-12-22 18:58:51,2023,12,22,4,18,0
5874,TX15874,2023-09-23,20:08:55,C5657,P98,184.17,PayPal,UK,M14,Cancelled,1.25,230.21249999999998,2023-09-23 20:08:55,2023,9,23,5,20,1
5875,TX15875,2024-01-19,01:26:36,C6902,P52,341.84,Debit Card,USA,M5,Completed,1.0,341.84,2024-01-19 01:26:36,2024,1,19,4,1,0
5876,TX15876,2024-02-10,19:57:02,C5900,P24,280.04,PayPal,Canada,M1,Completed,0.73,204.4292,2024-02-10 19:57:02,2024,2,10,5,19,1
5877,TX15877,2023-06-06,05:45:19,C5350,P16,75.38,PayPal,UK,M40,Completed,1.25,94.225,2023-06-06 05:45:19,2023,6,6,1,5,0
5878,TX15878,2023-09-24,19:06:45,C9542,P72,114.48,Debit Card,UK,M34,Refunded,1.25,143.1,2023-09-24 19:06:45,2023,9,24,6,19,1
5879,TX15879,2023-10-28,17:00:21,C7219,P34,152.36,Credit Card,UK,M31,Completed,1.25,190.45000000000002,2023-10-28 17:00:21,2023,10,28,5,17,1
5880,TX15880,2024-02-04,15:31:23,C3609,P81,343.55,Debit Card,USA,M46,Pending,1.0,343.55,2024-02-04 15:31:23,2024,2,4,6,15,1
5881,TX15881,2023-12-18,21:19:13,C3359,P99,164.4,Debit Card,,M23,Refunded,1.0,164.4,2023-12-18 21:19:13,2023,12,18,0,21,0
5882,TX15882,2023-06-17,08:41:26,C5764,P16,391.91,PayPal,USA,M41,Completed,1.0,391.91,2023-06-17 08:41:26,2023,6,17,5,8,1
5883,TX15883,2024-04-23,09:04:33,C5981,P35,82.83,Debit Card,Australia,M19,Refunded,0.65,53.8395,2024-04-23 09:04:33,2024,4,23,1,9,0
5884,TX15884,2023-08-16,12:28:31,C5200,P7,159.16,PayPal,UK,M14,Completed,1.25,198.95,2023-08-16 12:28:31,2023,8,16,2,12,0
5885,TX15885,2023-05-17,04:16:27,C5525,P2,238.06,Debit Card,UK,M5,Completed,1.25,297.575,2023-05-17 04:16:27,2023,5,17,2,4,0
5886,TX15886,2024-03-20,20:49:35,C3561,P27,235.1,Credit Card,UK,M32,Chargeback,1.25,293.875,2024-03-20 20:49:35,2024,3,20,2,20,0
5887,TX15887,2023-11-19,20:15:45,C7414,P76,305.5,Credit Card,Australia,M49,Cancelled,0.65,198.57500000000002,2023-11-19 20:15:45,2023,11,19,6,20,1
5888,TX15888,2023-07-31,04:04:41,C8543,P4,85.58,PayPal,Canada,M35,Cancelled,0.73,62.4734,2023-07-31 04:04:41,2023,7,31,0,4,0
5889,TX15889,2024-03-26,14:19:11,C6104,P41,86.55,PayPal,UK,M33,Refunded,1.25,108.1875,2024-03-26 14:19:11,2024,3,26,1,14,0
5890,TX15890,2023-07-31,02:25:03,C5801,P9,136.53,PayPal,Canada,M46,Pending,0.73,99.6669,2023-07-31 02:25:03,2023,7,31,0,2,0
5891,TX15891,2024-02-21,15:51:30,C1704,P4,179.32,Debit Card,UK,M41,Completed,1.25,224.14999999999998,2024-02-21 15:51:30,2024,2,21,2,15,0
5892,TX15892,2023-12-16,22:35:14,C8676,P6,102.58,Debit Card,UK,M25,Refunded,1.25,128.225,2023-12-16 22:35:14,2023,12,16,5,22,1
5893,TX15893,2023-11-23,18:03:59,C4446,P45,236.56,PayPal,USA,M25,Refunded,1.0,236.56,2023-11-23 18:03:59,2023,11,23,3,18,0
5894,TX15894,2024-02-12,11:09:44,C7424,P16,72.68,Debit Card,UK,M13,Pending,1.25,90.85000000000001,2024-02-12 11:09:44,2024,2,12,0,11,0
5895,TX15895,2023-12-10,03:52:33,C2475,P80,321.23,Credit Card,USA,M23,Completed,1.0,321.23,2023-12-10 03:52:33,2023,12,10,6,3,1
5896,TX15896,2023-11-26,03:16:34,C3387,P99,59.94,Credit Card,Australia,M8,Refunded,0.65,38.961,2023-11-26 03:16:34,2023,11,26,6,3,1
5897,TX15897,2023-07-27,20:42:52,C7441,P40,603.99,Credit Card,USA,M23,Chargeback,1.0,603.99,2023-07-27 20:42:52,2023,7,27,3,20,0
5898,TX15898,2023-08-13,10:23:01,C9823,P94,355.87,Debit Card,Australia,M19,Chargeback,0.65,231.31550000000001,2023-08-13 10:23:01,2023,8,13,6,10,1
5899,TX15899,2024-02-17,19:50:17,C6213,P6,96.61,Debit Card,UK,M5,Pending,1.25,120.7625,2024-02-17 19:50:17,2024,2,17,5,19,1
